ID,Name,City,Country,Award,Source List,Cuisine\
628,Villa del nido,Nagasaki,Japan,Tabelog Bronze,Tabelog Selection,Italian\
629,Villa della Pace,Ishikawa,Japan,Tabelog Bronze,Tabelog Selection,Italian\
630,Wadakin,Mie,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
631,Wagyu lab K,Hiroshima,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
632,Yamadaya,Oita,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
633,Yamaguchi,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
634,Yamanomi,Nagano,Japan,Tabelog Bronze,Tabelog Selection,Soba\
635,Yamasaryokan,Oita,Japan,Tabelog Bronze,Tabelog Selection,Seafood\
636,Yamasei,Nagano,Japan,Tabelog Bronze,Tabelog Selection,Unagi\
637,Yamato,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
638,Yanagiyanishiki,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
639,Yassan,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
640,Yonemura,Kyoto,Japan,Tabelog Bronze,Tabelog Selection,Innovative\
641,Yoroniku,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
642,YORONIKU TOKYO AZABUDAIHILLS,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
643,Yoshicho,Ibaraki,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
644,Yoshida,Fukuoka,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
645,Yoshii,Aichi,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
646,Yoshitake,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
647,Yu,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
648,Yuji,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Yakiniku/Meat dishes\
649,Yukimura,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
650,Zai,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Sushi\
651,Zenryomaru,Miyazaki,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
652,Zeshin,Osaka,Japan,Tabelog Bronze,Tabelog Selection,Japanese\
653,ZURRIOLA,Tokyo,Japan,Tabelog Bronze,Tabelog Selection,Spanish}
